date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:40	134730/134730	---M--	200	added ('OK')	image/png	etag:%225cbb10af-20e4a%22	https://html.design/demo/eventon_christmas/images/w2.png	D:/template/mry/html.design/demo/eventon_christmas/images/w2.png	(from https://html.design/demo/eventon_christmas/)
11:23:40	376365/376365	---M--	200	added ('OK')	image/png	etag:%225cbb10a8-5be2d%22	https://html.design/demo/eventon_christmas/images/d1.png	D:/template/mry/html.design/demo/eventon_christmas/images/d1.png	(from https://html.design/demo/eventon_christmas/)
11:23:40	1473905/1473905	---M--	200	added ('OK')	image/png	etag:%225cbb10b0-167d71%22	https://html.design/demo/eventon_christmas/images/w1.png	D:/template/mry/html.design/demo/eventon_christmas/images/w1.png	(from https://html.design/demo/eventon_christmas/)
11:23:40	386906/386906	---M--	200	added ('OK')	image/png	etag:%225cbb10a8-5e75a%22	https://html.design/demo/eventon_christmas/images/d2.png	D:/template/mry/html.design/demo/eventon_christmas/images/d2.png	(from https://html.design/demo/eventon_christmas/)
11:23:41	360317/360317	---M--	200	added ('OK')	image/png	etag:%225cbb10a8-57f7d%22	https://html.design/demo/eventon_christmas/images/d3.png	D:/template/mry/html.design/demo/eventon_christmas/images/d3.png	(from https://html.design/demo/eventon_christmas/)
11:23:41	407560/407560	---M--	200	added ('OK')	image/png	etag:%225cbb10a8-63808%22	https://html.design/demo/eventon_christmas/images/d4.png	D:/template/mry/html.design/demo/eventon_christmas/images/d4.png	(from https://html.design/demo/eventon_christmas/)
11:23:41	373/373	---M--	200	added ('OK')	image/png	etag:%225cbb10a7-175%22	https://html.design/demo/eventon_christmas/images/c1.png	D:/template/mry/html.design/demo/eventon_christmas/images/c1.png	(from https://html.design/demo/eventon_christmas/)
11:23:41	373/373	---M--	200	added ('OK')	image/png	etag:%225cbb10a7-175%22	https://html.design/demo/eventon_christmas/images/c2.png	D:/template/mry/html.design/demo/eventon_christmas/images/c2.png	(from https://html.design/demo/eventon_christmas/)
11:23:41	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675318bd-4d7%22	https://html.design/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/template/mry/html.design/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:42	86927/86927	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b2-1538f%22	https://html.design/demo/eventon_christmas/js/jquery.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/jquery.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:42	20495/20495	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b3-500f%22	https://html.design/demo/eventon_christmas/js/popper.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/popper.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:42	50676/50676	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b1-c5f4%22	https://html.design/demo/eventon_christmas/js/bootstrap.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/bootstrap.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:42	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b2-4ef8%22	https://html.design/demo/eventon_christmas/js/jquery.magnific-popup.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/jquery.magnific-popup.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:43	27645/27645	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b2-6bfd%22	https://html.design/demo/eventon_christmas/js/jquery.pogo-slider.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/jquery.pogo-slider.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:43	381/381	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b3-17d%22	https://html.design/demo/eventon_christmas/js/slider-index.js	D:/template/mry/html.design/demo/eventon_christmas/js/slider-index.js	(from https://html.design/demo/eventon_christmas/)
11:23:43	7217/7217	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b3-1c31%22	https://html.design/demo/eventon_christmas/js/smoothscroll.js	D:/template/mry/html.design/demo/eventon_christmas/js/smoothscroll.js	(from https://html.design/demo/eventon_christmas/)
11:23:43	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b1-17a7%22	https://html.design/demo/eventon_christmas/js/form-validator.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/form-validator.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:43	1600/1600	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b1-640%22	https://html.design/demo/eventon_christmas/js/contact-form-script.js	D:/template/mry/html.design/demo/eventon_christmas/js/contact-form-script.js	(from https://html.design/demo/eventon_christmas/)
11:23:44	35324/35324	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b1-89fc%22	https://html.design/demo/eventon_christmas/js/isotope.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/isotope.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:44	5565/5565	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b1-15bd%22	https://html.design/demo/eventon_christmas/js/images-loded.min.js	D:/template/mry/html.design/demo/eventon_christmas/js/images-loded.min.js	(from https://html.design/demo/eventon_christmas/)
11:23:44	3328/3328	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cbb10b1-d00%22	https://html.design/demo/eventon_christmas/js/custom.js	D:/template/mry/html.design/demo/eventon_christmas/js/custom.js	(from https://html.design/demo/eventon_christmas/)
11:23:45	56693/56693	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb10a1-dd75%22	https://html.design/demo/eventon_christmas/css/animate.css	D:/template/mry/html.design/demo/eventon_christmas/css/animate.css	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:45	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb10a2-7918%22	https://html.design/demo/eventon_christmas/css/font-awesome.min.css	D:/template/mry/html.design/demo/eventon_christmas/css/font-awesome.min.css	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:45	7782/7782	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb10a2-1e66%22	https://html.design/demo/eventon_christmas/css/magnific-popup.css	D:/template/mry/html.design/demo/eventon_christmas/css/magnific-popup.css	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:45	490/490	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb10a2-1ea%22	https://html.design/demo/eventon_christmas/css/responsiveslides.css	D:/template/mry/html.design/demo/eventon_christmas/css/responsiveslides.css	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:45	75853/75853	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb10a3-1284d%22	https://html.design/demo/eventon_christmas/css/timeline.css	D:/template/mry/html.design/demo/eventon_christmas/css/timeline.css	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:46	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%225cbb10a1-38c%22	https://html.design/demo/eventon_christmas/css/flaticon.css	D:/template/mry/html.design/demo/eventon_christmas/css/flaticon.css	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:46	36768/36768	---M--	200	added ('OK')	image/png	etag:%225cbb10aa-8fa0%22	https://html.design/demo/eventon_christmas/images/gb.png	D:/template/mry/html.design/demo/eventon_christmas/images/gb.png	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:46	2054/2054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225cbb10b0-806%22	https://html.design/demo/eventon_christmas/images/wave.svg	D:/template/mry/html.design/demo/eventon_christmas/images/wave.svg	(from https://html.design/demo/eventon_christmas/css/style.css)
11:23:46	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225cbb10a4-2876e%22	https://html.design/demo/eventon_christmas/fonts/fontawesome-webfont.eot?v=4.7.0	D:/template/mry/html.design/demo/eventon_christmas/fonts/fontawesome-webfont3e6e.eot	(from https://html.design/demo/eventon_christmas/css/font-awesome.min.css)
11:23:47	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225cbb10a4-2876e%22	https://html.design/demo/eventon_christmas/fonts/fontawesome-webfont.eot?	D:/template/mry/html.design/demo/eventon_christmas/fonts/fontawesome-webfontd41d.eot	(from https://html.design/demo/eventon_christmas/css/font-awesome.min.css)
11:23:47	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%225cbb10a5-12d68%22	https://html.design/demo/eventon_christmas/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/template/mry/html.design/demo/eventon_christmas/fonts/fontawesome-webfont3e6e.woff2	(from https://html.design/demo/eventon_christmas/css/font-awesome.min.css)
11:23:47	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225cbb10a5-17ee8%22	https://html.design/demo/eventon_christmas/fonts/fontawesome-webfont.woff?v=4.7.0	D:/template/mry/html.design/demo/eventon_christmas/fonts/fontawesome-webfont3e6e.woff	(from https://html.design/demo/eventon_christmas/css/font-awesome.min.css)
11:23:47	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225cbb10a4-286ac%22	https://html.design/demo/eventon_christmas/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/template/mry/html.design/demo/eventon_christmas/fonts/fontawesome-webfont3e6e.ttf	(from https://html.design/demo/eventon_christmas/css/font-awesome.min.css)
11:23:48	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225cbb10a4-6c7db%22	https://html.design/demo/eventon_christmas/fonts/fontawesome-webfont.svg?v=4.7.0	D:/template/mry/html.design/demo/eventon_christmas/fonts/fontawesome-webfont3e6e.svg	(from https://html.design/demo/eventon_christmas/css/font-awesome.min.css)
11:23:48	4194/4194	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225cbb10a3-1062%22	https://html.design/demo/eventon_christmas/fonts/Flaticon.eot	D:/template/mry/html.design/demo/eventon_christmas/fonts/Flaticon.eot	(from https://html.design/demo/eventon_christmas/css/flaticon.css)
11:23:48	4194/4194	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225cbb10a3-1062%22	https://html.design/demo/eventon_christmas/fonts/Flaticon.eot?	D:/template/mry/html.design/demo/eventon_christmas/fonts/Flaticond41d.eot	(from https://html.design/demo/eventon_christmas/css/flaticon.css)
11:23:48	2720/2720	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225cbb10a4-aa0%22	https://html.design/demo/eventon_christmas/fonts/Flaticon.woff	D:/template/mry/html.design/demo/eventon_christmas/fonts/Flaticon.woff	(from https://html.design/demo/eventon_christmas/css/flaticon.css)
11:23:48	4016/4016	---M--	200	added ('OK')	application/octet-stream	etag:%225cbb10a3-fb0%22	https://html.design/demo/eventon_christmas/fonts/Flaticon.ttf	D:/template/mry/html.design/demo/eventon_christmas/fonts/Flaticon.ttf	(from https://html.design/demo/eventon_christmas/css/flaticon.css)
11:23:49	18782/18782	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225cbb10a3-495e%22	https://html.design/demo/eventon_christmas/fonts/Flaticon.svg	D:/template/mry/html.design/demo/eventon_christmas/fonts/Flaticon.svg	(from https://html.design/demo/eventon_christmas/css/flaticon.css)
